Date,Day_of_Week,Holiday_Indicator,Sales
2024-05-04,Saturday,0,276
2024-05-05,Sunday,0,250
2024-05-06,Monday,0,457
2024-05-07,Tuesday,0,418
2024-05-08,Wednesday,0,386
2024-05-09,Thursday,0,454
2024-05-10,Friday,0,450
2024-05-11,Saturday,0,270
2024-05-12,Sunday,0,246
2024-05-13,Monday,0,397
2024-05-14,Tuesday,0,356
2024-05-15,Wednesday,0,457
2024-05-16,Thursday,0,440
2024-05-17,Friday,0,381
2024-05-18,Saturday,0,233
2024-05-19,Sunday,1,352
2024-05-20,Monday,0,359
2024-05-21,Tuesday,0,387
2024-05-22,Wednesday,0,374
2024-05-23,Thursday,0,404
2024-05-24,Friday,0,391
2024-05-25,Saturday,0,206
2024-05-26,Sunday,0,296
2024-05-27,Monday,0,475
2024-05-28,Tuesday,0,389
2024-05-29,Wednesday,0,433
2024-05-30,Thursday,0,440
2024-05-31,Friday,0,472
2024-06-01,Saturday,0,197
2024-06-02,Sunday,0,239
2024-06-03,Monday,0,349
2024-06-04,Tuesday,0,320
2024-06-05,Wednesday,0,396
2024-06-06,Thursday,0,417
2024-06-07,Friday,0,465
2024-06-08,Saturday,0,189
2024-06-09,Sunday,0,230
2024-06-10,Monday,0,354
2024-06-11,Tuesday,0,398
2024-06-12,Wednesday,0,315
2024-06-13,Thursday,0,322
2024-06-14,Friday,0,340
2024-06-15,Saturday,0,217
2024-06-16,Sunday,1,302
2024-06-17,Monday,1,590
2024-06-18,Tuesday,0,407
2024-06-19,Wednesday,0,391
2024-06-20,Thursday,0,429
2024-06-21,Friday,0,384
2024-06-22,Saturday,0,189
2024-06-23,Sunday,0,244
2024-06-24,Monday,0,347
2024-06-25,Tuesday,0,403
2024-06-26,Wednesday,0,427
2024-06-27,Thursday,0,386
2024-06-28,Friday,0,314
2024-06-29,Saturday,0,195
2024-06-30,Sunday,0,244
2024-07-01,Monday,0,467
2024-07-02,Tuesday,0,478
2024-07-03,Wednesday,0,511
2024-07-04,Thursday,0,508
2024-07-05,Friday,0,488
2024-07-06,Saturday,0,271
2024-07-07,Sunday,0,268
2024-07-08,Monday,0,515
2024-07-09,Tuesday,0,501
2024-07-10,Wednesday,0,462
2024-07-11,Thursday,0,526
2024-07-12,Friday,0,469
2024-07-13,Saturday,0,253
2024-07-14,Sunday,0,256
2024-07-15,Monday,0,428
2024-07-16,Tuesday,1,693
2024-07-17,Wednesday,0,533
2024-07-18,Thursday,0,436
2024-07-19,Friday,0,484
2024-07-20,Saturday,0,258
2024-07-21,Sunday,0,269
2024-07-22,Monday,0,403
2024-07-23,Tuesday,0,464
2024-07-24,Wednesday,0,465
2024-07-25,Thursday,0,500
2024-07-26,Friday,0,485
2024-07-27,Saturday,0,243
2024-07-28,Sunday,0,307
2024-07-29,Monday,0,485
2024-07-30,Tuesday,0,484
2024-07-31,Wednesday,0,474
2024-08-01,Thursday,0,500
2024-08-02,Friday,0,539
2024-08-03,Saturday,0,322
2024-08-04,Sunday,0,254
2024-08-05,Monday,0,499
2024-08-06,Tuesday,0,514
2024-08-07,Wednesday,0,541
2024-08-08,Thursday,0,591
2024-08-09,Friday,0,487
2024-08-10,Saturday,0,292
2024-08-11,Sunday,0,292
2024-08-12,Monday,0,485
2024-08-13,Tuesday,0,509
2024-08-14,Wednesday,0,568
2024-08-15,Thursday,1,708
2024-08-16,Friday,0,550
2024-08-17,Saturday,0,255
2024-08-18,Sunday,0,290
2024-08-19,Monday,0,510
2024-08-20,Tuesday,0,616
2024-08-21,Wednesday,0,513
2024-08-22,Thursday,0,411
2024-08-23,Friday,0,422
2024-08-24,Saturday,0,309
2024-08-25,Sunday,0,326
2024-08-26,Monday,0,547
2024-08-27,Tuesday,0,536
2024-08-28,Wednesday,0,589
2024-08-29,Thursday,0,499
2024-08-30,Friday,0,575
2024-08-31,Saturday,0,257
2024-09-01,Sunday,0,308
2024-09-02,Monday,0,475
2024-09-03,Tuesday,0,564
2024-09-04,Wednesday,0,578
2024-09-05,Thursday,0,587
2024-09-06,Friday,0,584
2024-09-07,Saturday,0,307
2024-09-08,Sunday,0,332
2024-09-09,Monday,0,493
2024-09-10,Tuesday,0,659
2024-09-11,Wednesday,0,563
2024-09-12,Thursday,0,552
2024-09-13,Friday,0,673
2024-09-14,Saturday,0,296
2024-09-15,Sunday,1,450
2024-09-16,Monday,0,517
2024-09-17,Tuesday,0,576
2024-09-18,Wednesday,0,605
2024-09-19,Thursday,0,623
2024-09-20,Friday,0,730
2024-09-21,Saturday,0,262
2024-09-22,Sunday,0,359
2024-09-23,Monday,0,548
2024-09-24,Tuesday,0,546
2024-09-25,Wednesday,0,544
2024-09-26,Thursday,0,528
2024-09-27,Friday,0,678
2024-09-28,Saturday,0,367
2024-09-29,Sunday,0,339
2024-09-30,Monday,0,659
2024-10-01,Tuesday,0,627
2024-10-02,Wednesday,1,961
2024-10-03,Thursday,0,578
2024-10-04,Friday,0,687
2024-10-05,Saturday,0,438
2024-10-06,Sunday,0,435
2024-10-07,Monday,0,750
2024-10-08,Tuesday,0,634
2024-10-09,Wednesday,0,798
2024-10-10,Thursday,0,756
2024-10-11,Friday,0,793
2024-10-12,Saturday,0,349
2024-10-13,Sunday,0,444
2024-10-14,Monday,0,651
2024-10-15,Tuesday,0,709
2024-10-16,Wednesday,0,778
2024-10-17,Thursday,0,745
2024-10-18,Friday,0,676
2024-10-19,Saturday,0,431
2024-10-20,Sunday,0,365
2024-10-21,Monday,0,824
2024-10-22,Tuesday,0,724
2024-10-23,Wednesday,0,821
2024-10-24,Thursday,0,700
2024-10-25,Friday,0,700
2024-10-26,Saturday,0,398
2024-10-27,Sunday,0,468
2024-10-28,Monday,0,686
2024-10-29,Tuesday,0,786
2024-10-30,Wednesday,0,710
2024-10-31,Thursday,0,593
2024-11-01,Friday,1,1000
2024-11-02,Saturday,0,407
2024-11-03,Sunday,0,463
2024-11-04,Monday,0,697
2024-11-05,Tuesday,0,865
2024-11-06,Wednesday,0,784
2024-11-07,Thursday,0,777
2024-11-08,Friday,0,843
2024-11-09,Saturday,0,506
2024-11-10,Sunday,0,461
2024-11-11,Monday,0,730
2024-11-12,Tuesday,0,651
2024-11-13,Wednesday,0,737
2024-11-14,Thursday,0,743
2024-11-15,Friday,0,800
2024-11-16,Saturday,0,446
2024-11-17,Sunday,0,493
2024-11-18,Monday,0,743
2024-11-19,Tuesday,0,787
2024-11-20,Wednesday,0,885
2024-11-21,Thursday,0,819
2024-11-22,Friday,0,787
2024-11-23,Saturday,0,434
2024-11-24,Sunday,0,432
2024-11-25,Monday,0,724
2024-11-26,Tuesday,0,749
2024-11-27,Wednesday,0,851
2024-11-28,Thursday,0,774
2024-11-29,Friday,0,685
2024-11-30,Saturday,0,543
2024-12-01,Sunday,0,508
2024-12-02,Monday,0,725
2024-12-03,Tuesday,0,807
2024-12-04,Wednesday,0,854
2024-12-05,Thursday,0,988
2024-12-06,Friday,0,751
2024-12-07,Saturday,0,540
2024-12-08,Sunday,0,561
2024-12-09,Monday,0,791
2024-12-10,Tuesday,0,821
2024-12-11,Wednesday,0,757
2024-12-12,Thursday,0,827
2024-12-13,Friday,0,841
2024-12-14,Saturday,0,525
2024-12-15,Sunday,0,546
2024-12-16,Monday,0,781
2024-12-17,Tuesday,0,678
2024-12-18,Wednesday,0,843
2024-12-19,Thursday,0,869
2024-12-20,Friday,0,865
2024-12-21,Saturday,0,476
2024-12-22,Sunday,0,498
2024-12-23,Monday,0,972
2024-12-24,Tuesday,0,877
2024-12-25,Wednesday,1,1000
2024-12-26,Thursday,0,802
2024-12-27,Friday,0,830
2024-12-28,Saturday,0,573
2024-12-29,Sunday,0,483
2024-12-30,Monday,0,843
2024-12-31,Tuesday,0,804
